=== System Matrix ===
Size: 66 x 66
  (0.0096877,0)   (0.0547874,0)    (-3.56246,0)  (0.00658238,0)  (-0.0515723,0)   (-0.299691,0)   (-0.806615,0)    (-1.26586,0)    (-1.24249,0)   (-0.764277,0)    (-0.25411,0)  (-0.0516751,0)   (-0.172879,0)    (0.193909,0)   (-0.181499,0)    (0.118226,0)   (0.0543607,0)   (-0.460529,0)     (1.28187,0)    (-3.02434,0)     (9.49632,0)     (1.11836,0)    (-1.44079,0)    (0.507914,0) (-0.00718992,0)   (-0.115454,0)    (0.132118,0)  (-0.0971993,0)   (0.0642971,0)  (-0.0356339,0)  (-0.0213335,0)    (0.311945,0)     (1.47085,0)     (3.22479,0)     (4.02219,0)      (3.0131,0)     (1.22131,0)    (0.262195,0)  (-0.0312443,0)   (-0.964339,0)     (-3.3361,0)    (-5.60978,0)    (-5.28976,0)    (-2.64495,0)   (-0.697882,0)    (0.191804,0)     (2.08939,0)     (5.38615,0)     (6.80617,0)     (4.22414,0)     (1.29598,0)   (-0.654174,0)    (-3.86036,0)    (-7.35321,0)    (-6.07798,0)    (-2.26532,0)     (1.60734,0)      (6.3176,0)     (7.71301,0)     (3.79471,0)    (-3.51419,0)    (-8.18559,0)    (-5.89794,0)     (6.07852,0)     (8.31449,0)    (-10.1471,0) 
  (0.0547874,0)   (0.0096877,0)    (-3.56246,0)  (-0.0516751,0)    (-0.25411,0)   (-0.764277,0)    (-1.24249,0)    (-1.26586,0)   (-0.806615,0)   (-0.299691,0)  (-0.0515723,0)  (0.00658238,0)  (-0.0356339,0)   (0.0642971,0)  (-0.0971993,0)    (0.132118,0)   (-0.115454,0) (-0.00718992,0)    (0.507914,0)    (-1.44079,0)     (1.11836,0)     (9.49632,0)    (-3.02434,0)     (1.28187,0)   (-0.460529,0)   (0.0543607,0)    (0.118226,0)   (-0.181499,0)    (0.193909,0)   (-0.172879,0)    (0.262195,0)     (1.22131,0)      (3.0131,0)     (4.02219,0)     (3.22479,0)     (1.47085,0)    (0.311945,0)  (-0.0213335,0)   (-0.697882,0)    (-2.64495,0)    (-5.28976,0)    (-5.60978,0)     (-3.3361,0)   (-0.964339,0)  (-0.0312443,0)     (1.29598,0)     (4.22414,0)     (6.80617,0)     (5.38615,0)     (2.08939,0)    (0.191804,0)    (-2.26532,0)    (-6.07798,0)    (-7.35321,0)    (-3.86036,0)   (-0.654174,0)     (3.79471,0)     (7.71301,0)      (6.3176,0)     (1.60734,0)    (-5.89794,0)    (-8.18559,0)    (-3.51419,0)     (8.31449,0)     (6.07852,0)    (-10.1471,0) 
 (-0.0601196,0)    (0.127715,0)     (1.69545,0)   (0.0839679,0)    (0.295974,0)    (0.742861,0)    (0.931424,0)    (0.652963,0)     (0.21904,0)  (0.00463803,0)  (-0.0341453,0)  (-0.0522064,0)   (-0.293572,0)    (0.351656,0)   (-0.367978,0)    (0.342193,0)   (-0.313113,0)     (0.27074,0)    (-0.54144,0)     (1.23408,0)    (-1.44079,0)    (-3.02434,0)     (8.38395,0)    (-1.45314,0)    (0.627774,0)   (-0.243933,0)   (0.0166905,0)    (0.107398,0)   (-0.171392,0)    (0.184889,0)   (-0.400958,0)    (-1.34536,0)    (-2.65228,0)    (-2.55889,0)    (-1.24656,0)     (-0.1749,0)    (0.111567,0)    (0.180503,0)    (0.946483,0)     (2.60611,0)     (4.04439,0)     (2.89999,0)     (0.90856,0)  (-0.0890393,0)   (-0.357971,0)    (-1.57759,0)    (-3.66719,0)    (-4.43502,0)    (-2.21358,0)    (-0.27559,0)    (0.561353,0)     (2.43359,0)     (4.56294,0)     (4.09751,0)     (1.16758,0)   (-0.665962,0)    (-3.54801,0)    (-5.07807,0)     (-3.0586,0)    (0.591762,0)     (5.05124,0)     (4.95731,0)    (0.248118,0)    (-8.43578,0)    (-1.19714,0)   (-0.667639,0) 
  (0.0541579,0)    (0.461602,0)   (-0.729253,0)   (-0.119293,0)   (-0.296662,0)   (-0.605952,0)   (-0.523537,0)   (-0.159608,0)   (0.0430945,0)   (0.0886201,0) (-0.00265172,0)   (-0.348014,0)   (-0.927563,0)    (0.917189,0)   (-0.764394,0)    (0.579794,0)   (-0.386108,0)    (0.336309,0)  (-0.0642951,0)    (-0.54144,0)    (0.507914,0)     (1.28187,0)    (-1.45314,0)     (7.98569,0)   (-0.773199,0)    (0.377485,0)   (-0.179984,0)   (0.0225038,0)    (0.094357,0)   (-0.160641,0)    (0.532642,0)      (1.2484,0)     (1.88993,0)     (1.05418,0)   (0.0541002,0)   (-0.299892,0)   (-0.235065,0)    (0.986243,0)    (-1.10101,0)    (-2.09729,0)    (-2.40015,0)   (-0.817466,0)    (0.316994,0)    (0.774093,0)     (-1.4662,0)     (1.61925,0)     (2.52524,0)     (2.27417,0)    (0.230361,0)    (-1.41841,0)     (1.68237,0)    (-2.19245,0)    (-2.83844,0)    (-1.94559,0)     (1.97639,0)    (-1.66946,0)     (3.09452,0)     (3.46038,0)    (-1.46389,0)     (1.34383,0)    (-7.04617,0)     (1.14015,0)    (-1.63106,0)    (-3.87978,0)     (1.98673,0)   (-0.403691,0) 
 (-0.0249168,0)    (0.897096,0)    (0.234281,0)    (0.152854,0)    (0.254969,0)    (0.452085,0)    (0.194148,0)  (-0.0487875,0)    (-0.15221,0)   (0.0624961,0)    (0.248656,0)   (-0.978484,0)    (-1.54656,0)      (1.1781,0)    (-0.67537,0)    (0.256721,0)  (-0.0417702,0)   (-0.280776,0)    (0.336309,0)     (0.27074,0) (-0.00718992,0)   (-0.460529,0)    (0.627774,0)   (-0.773199,0)       (7.982,0)   (-0.548285,0)    (0.334412,0)   (-0.205473,0)   (0.0557791,0)    (0.073787,0)   (-0.619195,0)    (-1.01277,0)    (-1.15698,0)   (-0.158257,0)    (0.480509,0)    (0.296311,0)    (-1.29542,0)     (2.36531,0)     (1.11482,0)     (1.44448,0)     (1.32446,0)   (-0.392355,0)    (-1.31633,0)     (2.46002,0)    (-2.82472,0)    (-1.44495,0)    (-1.70819,0)    (-1.17911,0)     (2.68803,0)    (-3.10209,0)      (2.5182,0)      (2.0707,0)     (2.62156,0)    (-2.77478,0)     (2.68236,0)    (-1.75973,0)    (-6.36473,0)     (2.90537,0)    (-2.70009,0)     (1.34294,0)    (-5.89072,0)     (2.25023,0)   (-0.235222,0)    (0.951607,0)     (-1.1499,0)   (-0.300921,0) 
 (-0.0779427,0)     (1.12228,0)  (-0.0344937,0)   (-0.122714,0)    (-0.20812,0)   (-0.303371,0)  (-0.0340778,0)    (0.223911,0)   (-0.076701,0)   (-0.174934,0)    (0.791267,0)    (-1.57357,0)    (-1.60535,0)    (0.844314,0)   (-0.215576,0)  (-0.0580131,0)    (0.261095,0)  (-0.0417702,0)   (-0.386108,0)   (-0.313113,0)   (-0.115454,0)   (0.0543607,0)   (-0.243933,0)    (0.377485,0)   (-0.548285,0)     (8.02183,0)   (-0.580667,0)    (0.447073,0)   (-0.333985,0)    (0.150961,0)    (0.549842,0)    (0.743315,0)     (0.74398,0)   (-0.537317,0)   (-0.538067,0)     (1.47817,0)    (-2.72893,0)     (3.15699,0)   (-0.866729,0)    (-1.17454,0)   (-0.630757,0)     (2.24413,0)    (-3.09364,0)     (3.76475,0)     (-2.8234,0)     (1.34833,0)      (2.1172,0)    (-2.97322,0)     (3.31619,0)    (-3.22722,0)     (1.61842,0)    (-5.68421,0)     (3.47115,0)    (-3.42137,0)     (2.55583,0)   (-0.691543,0)    (-7.01909,0)     (2.72704,0)    (-0.70718,0)   (-0.579269,0)     (1.76452,0)    (-1.58529,0)    (0.860799,0)    (-1.13432,0)     (1.06215,0)    (0.645646,0) 
   (0.337563,0)    (0.928149,0)  (-0.0437979,0)  (-0.0554937,0)    (0.159554,0)    (0.296083,0)   (-0.250713,0) (-0.00646164,0)    (0.214892,0)   (-0.633837,0)     (1.16417,0)    (-1.57475,0)    (-1.04078,0)    (0.290002,0)   (0.0532398,0)   (-0.184797,0)  (-0.0580131,0)    (0.256721,0)    (0.579794,0)    (0.342193,0)    (0.132118,0)    (0.118226,0)   (0.0166905,0)   (-0.179984,0)    (0.334412,0)   (-0.580667,0)     (8.03117,0)   (-0.892914,0)    (0.810277,0)   (-0.666779,0)  (-0.0552957,0)   (-0.878084,0)   (-0.226865,0)     (1.15963,0)    (-1.65424,0)     (2.47952,0)    (-2.88631,0)     (2.47683,0)    (0.458108,0)     (1.83859,0)    (-2.30014,0)     (2.61985,0)     (-3.1928,0)     (2.64373,0)    (-1.43671,0)    (-4.48029,0)     (2.72531,0)    (-3.14229,0)     (3.04852,0)    (-1.58637,0)    (0.402007,0)    (-7.74213,0)     (3.41958,0)     (-1.4082,0)    (-0.38058,0)    (0.553907,0)     (2.51657,0)    (-2.26106,0)     (1.56602,0)   (-0.226349,0)    (-1.76328,0)     (1.95309,0)    (-1.43028,0)     (1.30812,0)    (-1.35441,0)   (-0.660847,0) 
  (-0.962347,0)    (0.499913,0)   (0.0628794,0)    (0.711693,0)   (-0.450843,0)   (-0.071819,0)    (0.281652,0)   (-0.344686,0)    (0.551027,0)   (-0.767155,0)    (0.953609,0)    (-0.98919,0)   (-0.396203,0)  (0.00944967,0)      (0.1092,0)   (0.0532398,0)   (-0.215576,0)    (-0.67537,0)   (-0.764394,0)   (-0.367978,0)  (-0.0971993,0)   (-0.181499,0)    (0.107398,0)   (0.0225038,0)   (-0.205473,0)    (0.447073,0)   (-0.892914,0)     (8.13542,0)     (-1.7554,0)     (1.69979,0)    (-1.05073,0)     (1.82047,0)    (-1.38944,0)     (1.26916,0)    (-1.68772,0)     (1.79362,0)    (-1.60789,0)     (1.10522,0)     (-2.2327,0)    (0.696094,0)    (-1.61546,0)     (2.24913,0)    (-1.69918,0)    (0.954891,0)   (-0.314588,0)    (-8.62332,0)     (4.53666,0)    (-2.42517,0)    (0.391352,0)     (0.34075,0)   (-0.351435,0)     (3.70846,0)    (-3.65648,0)     (2.77665,0)    (-1.05159,0)    (0.096303,0)    (-2.64699,0)     (3.27717,0)    (-2.97191,0)     (1.34998,0)     (1.92324,0)    (-2.71309,0)     (2.35614,0)    (-1.26546,0)     (1.59276,0)    (0.557145,0) 
    (2.17243,0)    (0.154047,0)  (-0.0641595,0)    (-2.03264,0)     (1.25144,0)   (-0.456365,0)    (0.218146,0)   (-0.291489,0)    (0.357339,0)   (-0.405409,0)    (0.402989,0)   (-0.346526,0)  (-0.0726722,0)  (-0.0431867,0)  (0.00944967,0)    (0.290002,0)    (0.844314,0)      (1.1781,0)    (0.917189,0)    (0.351656,0)   (0.0642971,0)    (0.193909,0)   (-0.171392,0)    (0.094357,0)   (0.0557791,0)   (-0.333985,0)    (0.810277,0)     (-1.7554,0)     (8.79719,0)      (-3.745,0)     (1.36497,0)    (-1.94208,0)    (0.371021,0)    (0.681466,0)   (-0.833482,0)    (0.709593,0)   (-0.469019,0)    (0.245973,0)    (-10.4818,0)     (6.49315,0)    (-3.90658,0)     (1.56906,0)    (-0.40153,0)  (-0.0697543,0)     (0.12386,0)     (6.07898,0)    (-6.42291,0)     (5.09118,0)    (-2.80033,0)     (1.16109,0)   (-0.250202,0)    (-4.30128,0)     (5.77742,0)     (-5.5193,0)     (3.64979,0)    (-1.59837,0)     (2.93185,0)    (-4.64357,0)     (5.03626,0)    (-3.21872,0)    (-1.87396,0)     (3.29526,0)    (-3.29011,0)     (1.09227,0)    (-1.67688,0)   (-0.417918,0) 
   (-4.28299,0)   (0.0244397,0)   (0.0551111,0)     (2.80225,0)    (-2.03084,0)     (0.66423,0) (-0.00880402,0)   (-0.167376,0)      (0.1895,0)   (-0.150316,0)    (0.109026,0)  (-0.0702198,0)  (0.00261609,0)  (-0.0726722,0)   (-0.396203,0)    (-1.04078,0)    (-1.60535,0)    (-1.54656,0)   (-0.927563,0)   (-0.293572,0)  (-0.0356339,0)   (-0.172879,0)    (0.184889,0)   (-0.160641,0)    (0.073787,0)    (0.150961,0)   (-0.666779,0)     (1.69979,0)      (-3.745,0)     (10.4647,0)    (-12.7156,0)     (7.90716,0)    (-4.54839,0)      (2.1394,0)   (-0.897183,0)    (0.305896,0)  (-0.0846688,0)   (0.0017502,0)      (10.049,0)    (-10.2215,0)     (7.86727,0)    (-4.84731,0)     (2.62764,0)    (-1.23829,0)    (0.427996,0)    (-7.19519,0)      (9.6405,0)    (-9.15143,0)     (6.73787,0)    (-4.18429,0)     (1.88766,0)     (4.62887,0)    (-7.60646,0)     (8.46987,0)    (-7.00834,0)     (4.05668,0)    (-2.75173,0)      (5.2977,0)    (-6.58083,0)     (5.01305,0)     (1.55549,0)    (-3.31636,0)       (3.721,0)   (-0.814985,0)     (1.50672,0)    (0.272602,0) 
    (7.21907,0)   (-0.128612,0)  (-0.0899657,0)    (-11.6356,0)     (1.62643,0)    (-1.08427,0)   (-0.138079,0)    (0.664042,0)   (-0.741418,0)    (0.651212,0)   (-0.508699,0)    (0.349605,0)   (0.0017502,0)    (0.245973,0)     (1.10522,0)     (2.47683,0)     (3.15699,0)     (2.36531,0)    (0.986243,0)    (0.180503,0)  (-0.0213335,0)    (0.262195,0)   (-0.400958,0)    (0.532642,0)   (-0.619195,0)    (0.549842,0)  (-0.0552957,0)    (-1.05073,0)     (1.36497,0)    (-12.7156,0)     (32.9968,0)    (-18.9471,0)     (11.1352,0)     (-6.1451,0)     (2.93606,0)    (-1.23122,0)    (0.424197,0)  (-0.0658219,0)    (-17.5478,0)     (19.7937,0)    (-16.6721,0)     (11.7017,0)    (-7.00329,0)     (3.65057,0)    (-1.37045,0)      (10.511,0)    (-16.6041,0)     (17.5425,0)    (-14.6565,0)     (10.0484,0)    (-4.95756,0)    (-5.78193,0)     (11.6526,0)    (-14.6632,0)     (13.8551,0)    (-8.90135,0)     (2.68563,0)    (-6.93128,0)     (10.0014,0)    (-8.81495,0)    (-1.05248,0)     (3.54335,0)    (-4.78071,0)    (0.295707,0)    (-1.21681,0)   (0.0211516,0) 
   (-6.08319,0)    (0.342962,0)   (-0.559758,0)     (9.80392,0)    (-8.99969,0)    (-1.77998,0)    (0.406374,0)   (-0.981808,0)     (1.28868,0)    (-1.29674,0)      (1.1403,0)   (-0.864364,0)  (-0.0846688,0)   (-0.469019,0)    (-1.60789,0)    (-2.88631,0)    (-2.72893,0)    (-1.29542,0)   (-0.235065,0)    (0.111567,0)    (0.311945,0)     (1.22131,0)    (-1.34536,0)      (1.2484,0)    (-1.01277,0)    (0.743315,0)   (-0.878084,0)     (1.82047,0)    (-1.94208,0)     (7.90716,0)    (-18.9471,0)      (34.234,0)     (-14.902,0)     (9.08892,0)    (-5.45703,0)     (2.89985,0)     (-1.3379,0)    (0.424197,0)     (3.24915,0)    (-20.6059,0)     (16.3949,0)    (-13.1151,0)     (9.26864,0)     (-5.5671,0)     (2.36968,0)    (-2.26338,0)      (14.124,0)    (-15.3815,0)     (14.6667,0)     (-11.732,0)     (6.59515,0)   (-0.728712,0)    (-8.08581,0)     (11.0301,0)    (-12.1124,0)      (9.1474,0)     (2.37043,0)     (3.27129,0)    (-5.81194,0)      (6.2715,0)    (-2.43388,0)   (-0.766412,0)     (1.87359,0)     (1.82937,0)   (-0.132297,0)    (-1.02843,0) 
    (4.05101,0)   (-0.668283,0)    (-1.60517,0)    (-7.09187,0)     (5.73393,0)    (-6.89801,0)    (-3.89176,0)      (1.3018,0)    (-1.61237,0)     (1.87736,0)    (-1.87303,0)     (1.57375,0)    (0.305896,0)    (0.709593,0)     (1.79362,0)     (2.47952,0)     (1.47817,0)    (0.296311,0)   (-0.299892,0)     (-0.1749,0)     (1.47085,0)      (3.0131,0)    (-2.65228,0)     (1.88993,0)    (-1.15698,0)     (0.74398,0)   (-0.226865,0)    (-1.38944,0)    (0.371021,0)    (-4.54839,0)     (11.1352,0)     (-14.902,0)      (31.766,0)    (-10.8885,0)     (7.45117,0)    (-5.03481,0)     (2.89985,0)    (-1.23122,0)    (-1.62967,0)    (-2.08603,0)    (-18.0635,0)     (10.4631,0)    (-8.51269,0)     (6.24974,0)    (-3.13331,0)     (5.28841,0)     (1.17745,0)     (13.0648,0)    (-11.0661,0)     (9.92444,0)    (-6.59323,0)    (-4.03893,0)    (-4.48903,0)     (-6.6911,0)      (7.5253,0)    (-6.56579,0)     (4.24851,0)     (5.59197,0)     (1.47234,0)    (-2.58599,0)    (-5.22173,0)    (-3.88542,0)    (0.436061,0)     (5.21094,0)     (1.60392,0)    (-3.89441,0) 
   (-2.34404,0)     (1.27854,0)     (-2.5613,0)     (4.57576,0)     (-4.1596,0)     (3.32153,0)    (-5.86805,0)    (-5.06711,0)     (2.09769,0)    (-2.49603,0)     (2.87252,0)    (-2.73714,0)   (-0.897183,0)   (-0.833482,0)    (-1.68772,0)    (-1.65424,0)   (-0.538067,0)    (0.480509,0)   (0.0541002,0)    (-1.24656,0)     (3.22479,0)     (4.02219,0)    (-2.55889,0)     (1.05418,0)   (-0.158257,0)   (-0.537317,0)     (1.15963,0)     (1.26916,0)    (0.681466,0)      (2.1394,0)     (-6.1451,0)     (9.08892,0)    (-10.8885,0)     (30.5328,0)     (-9.5047,0)     (7.45117,0)    (-5.45703,0)     (2.93606,0)    (-1.57785,0)     (1.69821,0)    (-8.71105,0)    (-14.0544,0)     (5.59211,0)    (-4.86054,0)      (3.1736,0)    (-4.57916,0)     (8.08016,0)     (4.80837,0)     (10.6702,0)    (-7.58458,0)     (5.35066,0)    (-1.27162,0)     (-7.0048,0)    (-7.51082,0)      (-3.882,0)     (3.86962,0)     (3.45887,0)     (7.97323,0)     (6.19925,0)   (-0.366372,0)    (-5.36887,0)      (-8.113,0)    (-2.26815,0)     (7.36717,0)       (5.122,0)    (-7.11613,0) 
    (1.27854,0)    (-2.34404,0)     (-2.5613,0)    (-2.73714,0)     (2.87252,0)    (-2.49603,0)     (2.09769,0)    (-5.06711,0)    (-5.86805,0)     (3.32153,0)     (-4.1596,0)     (4.57576,0)      (2.1394,0)    (0.681466,0)     (1.26916,0)     (1.15963,0)   (-0.537317,0)   (-0.158257,0)     (1.05418,0)    (-2.55889,0)     (4.02219,0)     (3.22479,0)    (-1.24656,0)   (0.0541002,0)    (0.480509,0)   (-0.538067,0)    (-1.65424,0)    (-1.68772,0)   (-0.833482,0)   (-0.897183,0)     (2.93606,0)    (-5.45703,0)     (7.45117,0)     (-9.5047,0)     (30.5328,0)    (-10.8885,0)     (9.08892,0)     (-6.1451,0)      (3.1736,0)    (-4.86054,0)     (5.59211,0)    (-14.0544,0)    (-8.71105,0)     (1.69821,0)    (-1.57785,0)     (5.35066,0)    (-7.58458,0)     (10.6702,0)     (4.80837,0)     (8.08016,0)    (-4.57916,0)     (3.86962,0)      (-3.882,0)    (-7.51082,0)     (-7.0048,0)    (-1.27162,0)   (-0.366372,0)     (6.19925,0)     (7.97323,0)     (3.45887,0)    (-2.26815,0)      (-8.113,0)    (-5.36887,0)       (5.122,0)     (7.36717,0)    (-7.11613,0) 
  (-0.668283,0)     (4.05101,0)    (-1.60517,0)     (1.57375,0)    (-1.87303,0)     (1.87736,0)    (-1.61237,0)      (1.3018,0)    (-3.89176,0)    (-6.89801,0)     (5.73393,0)    (-7.09187,0)    (-4.54839,0)    (0.371021,0)    (-1.38944,0)   (-0.226865,0)     (0.74398,0)    (-1.15698,0)     (1.88993,0)    (-2.65228,0)      (3.0131,0)     (1.47085,0)     (-0.1749,0)   (-0.299892,0)    (0.296311,0)     (1.47817,0)     (2.47952,0)     (1.79362,0)    (0.709593,0)    (0.305896,0)    (-1.23122,0)     (2.89985,0)    (-5.03481,0)     (7.45117,0)    (-10.8885,0)      (31.766,0)     (-14.902,0)     (11.1352,0)    (-3.13331,0)     (6.24974,0)    (-8.51269,0)     (10.4631,0)    (-18.0635,0)    (-2.08603,0)    (-1.62967,0)    (-6.59323,0)     (9.92444,0)    (-11.0661,0)     (13.0648,0)     (1.17745,0)     (5.28841,0)    (-6.56579,0)      (7.5253,0)     (-6.6911,0)    (-4.48903,0)    (-4.03893,0)    (-2.58599,0)     (1.47234,0)     (5.59197,0)     (4.24851,0)    (0.436061,0)    (-3.88542,0)    (-5.22173,0)     (1.60392,0)     (5.21094,0)    (-3.89441,0) 
   (0.342962,0)    (-6.08319,0)   (-0.559758,0)   (-0.864364,0)      (1.1403,0)    (-1.29674,0)     (1.28868,0)   (-0.981808,0)    (0.406374,0)    (-1.77998,0)    (-8.99969,0)     (9.80392,0)     (7.90716,0)    (-1.94208,0)     (1.82047,0)   (-0.878084,0)    (0.743315,0)    (-1.01277,0)      (1.2484,0)    (-1.34536,0)     (1.22131,0)    (0.311945,0)    (0.111567,0)   (-0.235065,0)    (-1.29542,0)    (-2.72893,0)    (-2.88631,0)    (-1.60789,0)   (-0.469019,0)  (-0.0846688,0)    (0.424197,0)     (-1.3379,0)     (2.89985,0)    (-5.45703,0)     (9.08892,0)     (-14.902,0)      (34.234,0)    (-18.9471,0)     (2.36968,0)     (-5.5671,0)     (9.26864,0)    (-13.1151,0)     (16.3949,0)    (-20.6059,0)     (3.24915,0)     (6.59515,0)     (-11.732,0)     (14.6667,0)    (-15.3815,0)      (14.124,0)    (-2.26338,0)      (9.1474,0)    (-12.1124,0)     (11.0301,0)    (-8.08581,0)   (-0.728712,0)      (6.2715,0)    (-5.81194,0)     (3.27129,0)     (2.37043,0)     (1.87359,0)   (-0.766412,0)    (-2.43388,0)   (-0.132297,0)     (1.82937,0)    (-1.02843,0) 
  (-0.128612,0)     (7.21907,0)  (-0.0899657,0)    (0.349605,0)   (-0.508699,0)    (0.651212,0)   (-0.741418,0)    (0.664042,0)   (-0.138079,0)    (-1.08427,0)     (1.62643,0)    (-11.6356,0)    (-12.7156,0)     (1.36497,0)    (-1.05073,0)  (-0.0552957,0)    (0.549842,0)   (-0.619195,0)    (0.532642,0)   (-0.400958,0)    (0.262195,0)  (-0.0213335,0)    (0.180503,0)    (0.986243,0)     (2.36531,0)     (3.15699,0)     (2.47683,0)     (1.10522,0)    (0.245973,0)   (0.0017502,0)  (-0.0658219,0)    (0.424197,0)    (-1.23122,0)     (2.93606,0)     (-6.1451,0)     (11.1352,0)    (-18.9471,0)     (32.9968,0)    (-1.37045,0)     (3.65057,0)    (-7.00329,0)     (11.7017,0)    (-16.6721,0)     (19.7937,0)    (-17.5478,0)    (-4.95756,0)     (10.0484,0)    (-14.6565,0)     (17.5425,0)    (-16.6041,0)      (10.511,0)    (-8.90135,0)     (13.8551,0)    (-14.6632,0)     (11.6526,0)    (-5.78193,0)    (-8.81495,0)     (10.0014,0)    (-6.93128,0)     (2.68563,0)    (-4.78071,0)     (3.54335,0)    (-1.05248,0)    (-1.21681,0)    (0.295707,0)   (0.0211516,0) 
   (-6.07895,0)   (-0.732905,0)    (0.266831,0)      (7.5957,0)    (-2.19047,0)     (1.82548,0)   (-0.928361,0)    (0.921787,0)    (-1.28621,0)     (1.59209,0)    (-1.72625,0)     (1.58245,0)    (0.427996,0)     (0.12386,0)   (-0.314588,0)    (-1.43671,0)     (-2.8234,0)    (-2.82472,0)     (-1.4662,0)   (-0.357971,0)  (-0.0312443,0)   (-0.697882,0)    (0.946483,0)    (-1.10101,0)     (1.11482,0)   (-0.866729,0)    (0.458108,0)     (-2.2327,0)    (-10.4818,0)      (10.049,0)    (-17.5478,0)     (3.24915,0)    (-1.62967,0)    (-1.57785,0)      (3.1736,0)    (-3.13331,0)     (2.36968,0)    (-1.37045,0)     (35.3093,0)    (-23.1226,0)     (15.3472,0)    (-8.73956,0)     (3.64567,0)   (-0.945391,0)  (-0.0743369,0)    (-13.2942,0)     (16.6053,0)    (-15.6316,0)     (11.2077,0)    (-6.00066,0)     (2.08178,0)     (8.25699,0)    (-13.1382,0)      (14.776,0)    (-12.2069,0)     (6.47985,0)    (-4.90776,0)     (9.22578,0)    (-11.7712,0)     (9.19563,0)     (2.49876,0)    (-5.43302,0)     (6.44851,0)     (-1.0501,0)     (2.13951,0)     (0.23307,0) 
    (7.17094,0)     (1.63914,0)     (1.29964,0)    (-10.0707,0)     (5.99288,0)    (0.150855,0)     (1.84783,0)    (-1.30441,0)     (1.78636,0)    (-2.61569,0)     (3.25437,0)    (-3.31549,0)    (-1.23829,0)  (-0.0697543,0)    (0.954891,0)     (2.64373,0)     (3.76475,0)     (2.46002,0)    (0.774093,0)  (-0.0890393,0)   (-0.964339,0)    (-2.64495,0)     (2.60611,0)    (-2.09729,0)     (1.44448,0)    (-1.17454,0)     (1.83859,0)    (0.696094,0)     (6.49315,0)    (-10.2215,0)     (19.7937,0)    (-20.6059,0)    (-2.08603,0)     (1.69821,0)    (-4.86054,0)     (6.24974,0)     (-5.5671,0)     (3.65057,0)    (-23.1226,0)      (48.765,0)    (-25.4103,0)     (17.8381,0)    (-10.3886,0)     (4.36362,0)   (-0.945391,0)    (-2.41999,0)    (-21.9857,0)     (17.6477,0)    (-16.0212,0)     (11.1414,0)    (-4.90681,0)    (0.658027,0)     (16.0509,0)    (-15.8741,0)     (15.6613,0)    (-10.2401,0)    (-3.51556,0)    (-9.33159,0)     (10.9169,0)    (-10.0949,0)     (4.94484,0)     (3.75237,0)    (-4.53358,0)    (-4.45574,0)    (-0.67298,0)     (2.89328,0) 
   (-6.16426,0)    (-2.80849,0)     (3.06545,0)     (9.54391,0)    (-6.18971,0)     (3.92067,0)     (1.91971,0)      (2.1489,0)    (-1.96971,0)     (3.11356,0)    (-4.54486,0)     (5.24887,0)     (2.62764,0)    (-0.40153,0)    (-1.69918,0)     (-3.1928,0)    (-3.09364,0)    (-1.31633,0)    (0.316994,0)     (0.90856,0)     (-3.3361,0)    (-5.28976,0)     (4.04439,0)    (-2.40015,0)     (1.32446,0)   (-0.630757,0)    (-2.30014,0)    (-1.61546,0)    (-3.90658,0)     (7.86727,0)    (-16.6721,0)     (16.3949,0)    (-18.0635,0)    (-8.71105,0)     (5.59211,0)    (-8.51269,0)     (9.26864,0)    (-7.00329,0)     (15.3472,0)    (-25.4103,0)     (52.9768,0)    (-23.2426,0)     (17.7952,0)    (-10.3886,0)     (3.64567,0)     (2.82706,0)    (-8.53313,0)    (-22.9446,0)     (12.6153,0)    (-11.9286,0)      (7.1066,0)      (8.0731,0)     (4.25935,0)     (18.3236,0)    (-13.5013,0)     (10.1942,0)    (-6.40433,0)    (-9.02665,0)    (-8.54567,0)     (7.20946,0)     (7.89716,0)     (8.95223,0)     (1.36475,0)    (-9.38066,0)    (-4.81083,0)     (8.03887,0) 
    (4.38593,0)     (4.38593,0)     (3.96009,0)    (-7.52785,0)     (5.63373,0)    (-3.38427,0)     (2.77152,0)     (2.51921,0)     (2.77152,0)    (-3.38427,0)     (5.63373,0)    (-7.52785,0)    (-4.84731,0)     (1.56906,0)     (2.24913,0)     (2.61985,0)     (2.24413,0)   (-0.392355,0)   (-0.817466,0)     (2.89999,0)    (-5.60978,0)    (-5.60978,0)     (2.89999,0)   (-0.817466,0)   (-0.392355,0)     (2.24413,0)     (2.61985,0)     (2.24913,0)     (1.56906,0)    (-4.84731,0)     (11.7017,0)    (-13.1151,0)     (10.4631,0)    (-14.0544,0)    (-14.0544,0)     (10.4631,0)    (-13.1151,0)     (11.7017,0)    (-8.73956,0)     (17.8381,0)    (-23.2426,0)     (53.9007,0)    (-23.2426,0)     (17.8381,0)    (-8.73956,0)    (-6.35843,0)     (7.13712,0)    (-17.2472,0)    (-17.2472,0)     (7.13712,0)    (-6.35843,0)    (-8.39247,0)      (14.873,0)     (6.84624,0)      (14.873,0)    (-8.39247,0)     (-3.7809,0)    (-10.8204,0)    (-10.8204,0)     (-3.7809,0)      (6.3649,0)     (12.3253,0)      (6.3649,0)     (-9.7622,0)     (-9.7622,0)     (11.1289,0) 
