=== System Matrix ===
Size: 66 x 66
   (-2.80849,0)    (-6.16426,0)     (3.06545,0)     (5.24887,0)    (-4.54486,0)     (3.11356,0)    (-1.96971,0)      (2.1489,0)     (1.91971,0)     (3.92067,0)    (-6.18971,0)     (9.54391,0)     (7.86727,0)    (-3.90658,0)    (-1.61546,0)    (-2.30014,0)   (-0.630757,0)     (1.32446,0)    (-2.40015,0)     (4.04439,0)    (-5.28976,0)     (-3.3361,0)     (0.90856,0)    (0.316994,0)    (-1.31633,0)    (-3.09364,0)     (-3.1928,0)    (-1.69918,0)    (-0.40153,0)     (2.62764,0)    (-7.00329,0)     (9.26864,0)    (-8.51269,0)     (5.59211,0)    (-8.71105,0)    (-18.0635,0)     (16.3949,0)    (-16.6721,0)     (3.64567,0)    (-10.3886,0)     (17.7952,0)    (-23.2426,0)     (52.9768,0)    (-25.4103,0)     (15.3472,0)      (7.1066,0)    (-11.9286,0)     (12.6153,0)    (-22.9446,0)    (-8.53313,0)     (2.82706,0)     (10.1942,0)    (-13.5013,0)     (18.3236,0)     (4.25935,0)      (8.0731,0)     (7.20946,0)    (-8.54567,0)    (-9.02665,0)    (-6.40433,0)     (1.36475,0)     (8.95223,0)     (7.89716,0)    (-4.81083,0)    (-9.38066,0)     (8.03887,0) 
    (1.63914,0)     (7.17094,0)     (1.29964,0)    (-3.31549,0)     (3.25437,0)    (-2.61569,0)     (1.78636,0)    (-1.30441,0)     (1.84783,0)    (0.150855,0)     (5.99288,0)    (-10.0707,0)    (-10.2215,0)     (6.49315,0)    (0.696094,0)     (1.83859,0)    (-1.17454,0)     (1.44448,0)    (-2.09729,0)     (2.60611,0)    (-2.64495,0)   (-0.964339,0)  (-0.0890393,0)    (0.774093,0)     (2.46002,0)     (3.76475,0)     (2.64373,0)    (0.954891,0)  (-0.0697543,0)    (-1.23829,0)     (3.65057,0)     (-5.5671,0)     (6.24974,0)    (-4.86054,0)     (1.69821,0)    (-2.08603,0)    (-20.6059,0)     (19.7937,0)   (-0.945391,0)     (4.36362,0)    (-10.3886,0)     (17.8381,0)    (-25.4103,0)      (48.765,0)    (-23.1226,0)    (-4.90681,0)     (11.1414,0)    (-16.0212,0)     (17.6477,0)    (-21.9857,0)    (-2.41999,0)    (-10.2401,0)     (15.6613,0)    (-15.8741,0)     (16.0509,0)    (0.658027,0)    (-10.0949,0)     (10.9169,0)    (-9.33159,0)    (-3.51556,0)    (-4.53358,0)     (3.75237,0)     (4.94484,0)    (-0.67298,0)    (-4.45574,0)     (2.89328,0) 
  (-0.732905,0)    (-6.07895,0)    (0.266831,0)     (1.58245,0)    (-1.72625,0)     (1.59209,0)    (-1.28621,0)    (0.921787,0)   (-0.928361,0)     (1.82548,0)    (-2.19047,0)      (7.5957,0)      (10.049,0)    (-10.4818,0)     (-2.2327,0)    (0.458108,0)   (-0.866729,0)     (1.11482,0)    (-1.10101,0)    (0.946483,0)   (-0.697882,0)  (-0.0312443,0)   (-0.357971,0)     (-1.4662,0)    (-2.82472,0)     (-2.8234,0)    (-1.43671,0)   (-0.314588,0)     (0.12386,0)    (0.427996,0)    (-1.37045,0)     (2.36968,0)    (-3.13331,0)      (3.1736,0)    (-1.57785,0)    (-1.62967,0)     (3.24915,0)    (-17.5478,0)  (-0.0743369,0)   (-0.945391,0)     (3.64567,0)    (-8.73956,0)     (15.3472,0)    (-23.1226,0)     (35.3093,0)     (2.08178,0)    (-6.00066,0)     (11.2077,0)    (-15.6316,0)     (16.6053,0)    (-13.2942,0)     (6.47985,0)    (-12.2069,0)      (14.776,0)    (-13.1382,0)     (8.25699,0)     (9.19563,0)    (-11.7712,0)     (9.22578,0)    (-4.90776,0)     (6.44851,0)    (-5.43302,0)     (2.49876,0)     (2.13951,0)     (-1.0501,0)     (0.23307,0) 
    (4.05964,0)    (-2.02742,0)   (-0.533722,0)    (-4.42852,0)    (0.696187,0)    (-1.27274,0)   (-0.235545,0)    (0.768449,0)    (-1.35391,0)     (2.30581,0)    (-3.29275,0)      (3.7801,0)     (1.88766,0)   (-0.250202,0)   (-0.351435,0)    (0.402007,0)     (1.61842,0)      (2.5182,0)     (1.68237,0)    (0.561353,0)    (0.191804,0)     (1.29598,0)    (-1.57759,0)     (1.61925,0)    (-1.44495,0)     (1.34833,0)    (-4.48029,0)    (-8.62332,0)     (6.07898,0)    (-7.19519,0)      (10.511,0)    (-2.26338,0)     (5.28841,0)    (-4.57916,0)     (5.35066,0)    (-6.59323,0)     (6.59515,0)    (-4.95756,0)    (-13.2942,0)    (-2.41999,0)     (2.82706,0)    (-6.35843,0)      (7.1066,0)    (-4.90681,0)     (2.08178,0)     (33.6127,0)    (-21.5384,0)      (14.684,0)    (-7.42753,0)     (1.76415,0)    (0.404796,0)    (-9.04699,0)     (10.8733,0)    (-11.4392,0)     (7.79351,0)    (-2.86302,0)     (6.40365,0)    (-8.62326,0)     (10.0897,0)    (-6.74765,0)    (-4.28469,0)     (6.19202,0)     (-6.5855,0)     (2.34212,0)    (-2.88438,0)   (-0.857823,0) 
   (-6.18505,0)     (3.81948,0)    (-2.25147,0)      (7.8098,0)    (-3.72313,0)   (-0.948836,0)    (-1.99042,0)   (-0.660882,0)     (1.47079,0)    (-2.90259,0)     (4.98675,0)    (-6.56685,0)    (-4.18429,0)     (1.16109,0)     (0.34075,0)    (-1.58637,0)    (-3.22722,0)    (-3.10209,0)    (-1.41841,0)    (-0.27559,0)     (2.08939,0)     (4.22414,0)    (-3.66719,0)     (2.52524,0)    (-1.70819,0)      (2.1172,0)     (2.72531,0)     (4.53666,0)    (-6.42291,0)      (9.6405,0)    (-16.6041,0)      (14.124,0)     (1.17745,0)     (8.08016,0)    (-7.58458,0)     (9.92444,0)     (-11.732,0)     (10.0484,0)     (16.6053,0)    (-21.9857,0)    (-8.53313,0)     (7.13712,0)    (-11.9286,0)     (11.1414,0)    (-6.00066,0)    (-21.5384,0)     (54.0124,0)    (-28.1084,0)     (20.6427,0)    (-9.64268,0)     (1.76415,0)    (-9.26835,0)    (-18.9702,0)     (12.9986,0)    (-13.8485,0)     (7.67511,0)     (4.09514,0)     (15.4476,0)    (-11.9133,0)     (10.2716,0)    (-6.62601,0)     (-8.9484,0)     (6.74648,0)     (7.45142,0)     (2.88239,0)    (-5.62529,0) 
     (6.4709,0)    (-5.37073,0)    (-4.31595,0)    (-9.11703,0)     (4.99194,0)    (-2.23416,0)    (-2.23092,0)    (-2.48905,0)    (-1.27428,0)     (2.67248,0)    (-5.45526,0)     (8.43487,0)     (6.73787,0)    (-2.80033,0)    (0.391352,0)     (3.04852,0)     (3.31619,0)     (2.68803,0)    (0.230361,0)    (-2.21358,0)     (5.38615,0)     (6.80617,0)    (-4.43502,0)     (2.27417,0)    (-1.17911,0)    (-2.97322,0)    (-3.14229,0)    (-2.42517,0)     (5.09118,0)    (-9.15143,0)     (17.5425,0)    (-15.3815,0)     (13.0648,0)     (4.80837,0)     (10.6702,0)    (-11.0661,0)     (14.6667,0)    (-14.6565,0)    (-15.6316,0)     (17.6477,0)    (-22.9446,0)    (-17.2472,0)     (12.6153,0)    (-16.0212,0)     (11.2077,0)      (14.684,0)    (-28.1084,0)      (64.818,0)    (-28.8855,0)     (20.6427,0)    (-7.42753,0)     (7.38054,0)    (-17.3299,0)    (-22.6828,0)     (10.9942,0)    (-9.89344,0)     (10.4569,0)     (8.76094,0)     (17.9271,0)    (-9.48018,0)    (-9.08511,0)    (-12.5385,0)    (-6.24579,0)     (11.7095,0)     (9.05375,0)    (-11.7646,0) 
   (-5.37073,0)      (6.4709,0)    (-4.31595,0)     (8.43487,0)    (-5.45526,0)     (2.67248,0)    (-1.27428,0)    (-2.48905,0)    (-2.23092,0)    (-2.23416,0)     (4.99194,0)    (-9.11703,0)    (-9.15143,0)     (5.09118,0)    (-2.42517,0)    (-3.14229,0)    (-2.97322,0)    (-1.17911,0)     (2.27417,0)    (-4.43502,0)     (6.80617,0)     (5.38615,0)    (-2.21358,0)    (0.230361,0)     (2.68803,0)     (3.31619,0)     (3.04852,0)    (0.391352,0)    (-2.80033,0)     (6.73787,0)    (-14.6565,0)     (14.6667,0)    (-11.0661,0)     (10.6702,0)     (4.80837,0)     (13.0648,0)    (-15.3815,0)     (17.5425,0)     (11.2077,0)    (-16.0212,0)     (12.6153,0)    (-17.2472,0)    (-22.9446,0)     (17.6477,0)    (-15.6316,0)    (-7.42753,0)     (20.6427,0)    (-28.8855,0)      (64.818,0)    (-28.1084,0)      (14.684,0)    (-9.89344,0)     (10.9942,0)    (-22.6828,0)    (-17.3299,0)     (7.38054,0)    (-9.48018,0)     (17.9271,0)     (8.76094,0)     (10.4569,0)    (-6.24579,0)    (-12.5385,0)    (-9.08511,0)     (9.05375,0)     (11.7095,0)    (-11.7646,0) 
    (3.81948,0)    (-6.18505,0)    (-2.25147,0)    (-6.56685,0)     (4.98675,0)    (-2.90259,0)     (1.47079,0)   (-0.660882,0)    (-1.99042,0)   (-0.948836,0)    (-3.72313,0)      (7.8098,0)      (9.6405,0)    (-6.42291,0)     (4.53666,0)     (2.72531,0)      (2.1172,0)    (-1.70819,0)     (2.52524,0)    (-3.66719,0)     (4.22414,0)     (2.08939,0)    (-0.27559,0)    (-1.41841,0)    (-3.10209,0)    (-3.22722,0)    (-1.58637,0)     (0.34075,0)     (1.16109,0)    (-4.18429,0)     (10.0484,0)     (-11.732,0)     (9.92444,0)    (-7.58458,0)     (8.08016,0)     (1.17745,0)      (14.124,0)    (-16.6041,0)    (-6.00066,0)     (11.1414,0)    (-11.9286,0)     (7.13712,0)    (-8.53313,0)    (-21.9857,0)     (16.6053,0)     (1.76415,0)    (-9.64268,0)     (20.6427,0)    (-28.1084,0)     (54.0124,0)    (-21.5384,0)     (7.67511,0)    (-13.8485,0)     (12.9986,0)    (-18.9702,0)    (-9.26835,0)     (10.2716,0)    (-11.9133,0)     (15.4476,0)     (4.09514,0)     (6.74648,0)     (-8.9484,0)    (-6.62601,0)     (2.88239,0)     (7.45142,0)    (-5.62529,0) 
   (-2.02742,0)     (4.05964,0)   (-0.533722,0)      (3.7801,0)    (-3.29275,0)     (2.30581,0)    (-1.35391,0)    (0.768449,0)   (-0.235545,0)    (-1.27274,0)    (0.696187,0)    (-4.42852,0)    (-7.19519,0)     (6.07898,0)    (-8.62332,0)    (-4.48029,0)     (1.34833,0)    (-1.44495,0)     (1.61925,0)    (-1.57759,0)     (1.29598,0)    (0.191804,0)    (0.561353,0)     (1.68237,0)      (2.5182,0)     (1.61842,0)    (0.402007,0)   (-0.351435,0)   (-0.250202,0)     (1.88766,0)    (-4.95756,0)     (6.59515,0)    (-6.59323,0)     (5.35066,0)    (-4.57916,0)     (5.28841,0)    (-2.26338,0)      (10.511,0)     (2.08178,0)    (-4.90681,0)      (7.1066,0)    (-6.35843,0)     (2.82706,0)    (-2.41999,0)    (-13.2942,0)    (0.404796,0)     (1.76415,0)    (-7.42753,0)      (14.684,0)    (-21.5384,0)     (33.6127,0)    (-2.86302,0)     (7.79351,0)    (-11.4392,0)     (10.8733,0)    (-9.04699,0)    (-6.74765,0)     (10.0897,0)    (-8.62326,0)     (6.40365,0)     (-6.5855,0)     (6.19202,0)    (-4.28469,0)    (-2.88438,0)     (2.34212,0)   (-0.857823,0) 
   (-2.34554,0)    (-3.20026,0)     (1.03403,0)     (2.06955,0)    (0.415061,0)    (0.930273,0)     (1.13868,0)   (-0.551655,0)   (-0.150764,0)     (1.26524,0)     (-3.1483,0)     (4.99909,0)     (4.05668,0)    (-1.59837,0)    (0.096303,0)    (0.553907,0)   (-0.691543,0)    (-1.75973,0)    (-1.66946,0)   (-0.665962,0)   (-0.654174,0)    (-2.26532,0)     (2.43359,0)    (-2.19245,0)      (2.0707,0)    (-5.68421,0)    (-7.74213,0)     (3.70846,0)    (-4.30128,0)     (4.62887,0)    (-5.78193,0)   (-0.728712,0)    (-4.03893,0)    (-1.27162,0)     (3.86962,0)    (-6.56579,0)      (9.1474,0)    (-8.90135,0)     (8.25699,0)    (0.658027,0)      (8.0731,0)    (-8.39247,0)     (10.1942,0)    (-10.2401,0)     (6.47985,0)    (-9.04699,0)    (-9.26835,0)     (7.38054,0)    (-9.89344,0)     (7.67511,0)    (-2.86302,0)     (32.6678,0)    (-18.2123,0)     (12.2313,0)    (-4.39829,0)   (-0.281996,0)    (-7.36056,0)      (6.2988,0)    (-8.01421,0)     (4.20007,0)     (6.07266,0)    (-5.07516,0)     (5.51139,0)    (-4.41449,0)     (3.04644,0)     (2.20151,0) 
     (4.4042,0)     (4.93505,0)     (3.52114,0)    (-4.80522,0)     (1.47566,0)      (1.7461,0)     (1.89944,0)      (2.1156,0)   (-0.395249,0)   (-0.970793,0)     (3.58415,0)    (-6.97115,0)    (-7.00834,0)     (3.64979,0)    (-1.05159,0)    (-0.38058,0)     (2.55583,0)     (2.68236,0)     (1.97639,0)     (1.16758,0)    (-3.86036,0)    (-6.07798,0)     (4.56294,0)    (-2.83844,0)     (2.62156,0)     (3.47115,0)     (3.41958,0)    (-3.65648,0)     (5.77742,0)    (-7.60646,0)     (11.6526,0)    (-8.08581,0)    (-4.48903,0)     (-7.0048,0)      (-3.882,0)      (7.5253,0)    (-12.1124,0)     (13.8551,0)    (-13.1382,0)     (16.0509,0)     (4.25935,0)      (14.873,0)    (-13.5013,0)     (15.6613,0)    (-12.2069,0)     (10.8733,0)    (-18.9702,0)    (-17.3299,0)     (10.9942,0)    (-13.8485,0)     (7.79351,0)    (-18.2123,0)     (54.9754,0)    (-23.3522,0)     (16.7609,0)    (-4.39829,0)    (-14.2945,0)    (-18.2448,0)     (8.05946,0)    (-8.93944,0)     (8.26629,0)     (14.8936,0)    (-6.31627,0)    (-10.4717,0)    (-7.08259,0)     (9.44195,0) 
   (-5.37296,0)    (-5.37296,0)      (5.2103,0)     (6.70771,0)    (-2.72467,0)    (0.320223,0)     (2.46436,0)     (2.39269,0)     (2.46436,0)    (0.320223,0)    (-2.72467,0)     (6.70771,0)     (8.46987,0)     (-5.5193,0)     (2.77665,0)     (-1.4082,0)    (-3.42137,0)    (-2.77478,0)    (-1.94559,0)     (4.09751,0)    (-7.35321,0)    (-7.35321,0)     (4.09751,0)    (-1.94559,0)    (-2.77478,0)    (-3.42137,0)     (-1.4082,0)     (2.77665,0)     (-5.5193,0)     (8.46987,0)    (-14.6632,0)     (11.0301,0)     (-6.6911,0)    (-7.51082,0)    (-7.51082,0)     (-6.6911,0)     (11.0301,0)    (-14.6632,0)      (14.776,0)    (-15.8741,0)     (18.3236,0)     (6.84624,0)     (18.3236,0)    (-15.8741,0)      (14.776,0)    (-11.4392,0)     (12.9986,0)    (-22.6828,0)    (-22.6828,0)     (12.9986,0)    (-11.4392,0)     (12.2313,0)    (-23.3522,0)     (64.5931,0)    (-23.3522,0)     (12.2313,0)     (7.77817,0)    (-22.1523,0)    (-22.1523,0)     (7.77817,0)     (12.1378,0)     (13.3605,0)     (12.1378,0)    (-12.4608,0)    (-12.4608,0)     (14.0595,0) 
    (4.93505,0)      (4.4042,0)     (3.52114,0)    (-6.97115,0)     (3.58415,0)   (-0.970793,0)   (-0.395249,0)      (2.1156,0)     (1.89944,0)      (1.7461,0)     (1.47566,0)    (-4.80522,0)    (-7.60646,0)     (5.77742,0)    (-3.65648,0)     (3.41958,0)     (3.47115,0)     (2.62156,0)    (-2.83844,0)     (4.56294,0)    (-6.07798,0)    (-3.86036,0)     (1.16758,0)     (1.97639,0)     (2.68236,0)     (2.55583,0)    (-0.38058,0)    (-1.05159,0)     (3.64979,0)    (-7.00834,0)     (13.8551,0)    (-12.1124,0)      (7.5253,0)      (-3.882,0)     (-7.0048,0)    (-4.48903,0)    (-8.08581,0)     (11.6526,0)    (-12.2069,0)     (15.6613,0)    (-13.5013,0)      (14.873,0)     (4.25935,0)     (16.0509,0)    (-13.1382,0)     (7.79351,0)    (-13.8485,0)     (10.9942,0)    (-17.3299,0)    (-18.9702,0)     (10.8733,0)    (-4.39829,0)     (16.7609,0)    (-23.3522,0)     (54.9754,0)    (-18.2123,0)    (-8.93944,0)     (8.05946,0)    (-18.2448,0)    (-14.2945,0)    (-6.31627,0)     (14.8936,0)     (8.26629,0)    (-7.08259,0)    (-10.4717,0)     (9.44195,0) 
   (-3.20026,0)    (-2.34554,0)     (1.03403,0)     (4.99909,0)     (-3.1483,0)     (1.26524,0)   (-0.150764,0)   (-0.551655,0)     (1.13868,0)    (0.930273,0)    (0.415061,0)     (2.06955,0)     (4.62887,0)    (-4.30128,0)     (3.70846,0)    (-7.74213,0)    (-5.68421,0)      (2.0707,0)    (-2.19245,0)     (2.43359,0)    (-2.26532,0)   (-0.654174,0)   (-0.665962,0)    (-1.66946,0)    (-1.75973,0)   (-0.691543,0)    (0.553907,0)    (0.096303,0)    (-1.59837,0)     (4.05668,0)    (-8.90135,0)      (9.1474,0)    (-6.56579,0)     (3.86962,0)    (-1.27162,0)    (-4.03893,0)   (-0.728712,0)    (-5.78193,0)     (6.47985,0)    (-10.2401,0)     (10.1942,0)    (-8.39247,0)      (8.0731,0)    (0.658027,0)     (8.25699,0)    (-2.86302,0)     (7.67511,0)    (-9.89344,0)     (7.38054,0)    (-9.26835,0)    (-9.04699,0)   (-0.281996,0)    (-4.39829,0)     (12.2313,0)    (-18.2123,0)     (32.6678,0)     (4.20007,0)    (-8.01421,0)      (6.2988,0)    (-7.36056,0)     (5.51139,0)    (-5.07516,0)     (6.07266,0)     (3.04644,0)    (-4.41449,0)     (2.20151,0) 
    (1.27453,0)    (-3.17922,0)    (-1.89424,0)    (-0.85972,0)   (-0.609124,0)    (-1.27367,0)    (-1.36282,0)   (-0.558178,0)    (0.505009,0)   (0.0480006,0)    (-1.51649,0)     (3.98015,0)     (5.01305,0)    (-3.21872,0)     (1.34998,0)   (-0.226349,0)   (-0.579269,0)     (1.34294,0)     (1.34383,0)    (0.591762,0)     (1.60734,0)     (3.79471,0)    (-3.54801,0)     (3.09452,0)    (-6.36473,0)    (-7.01909,0)     (2.51657,0)    (-2.64699,0)     (2.93185,0)    (-2.75173,0)     (2.68563,0)     (2.37043,0)     (4.24851,0)     (3.45887,0)   (-0.366372,0)    (-2.58599,0)      (6.2715,0)    (-8.81495,0)    (-4.90776,0)    (-3.51556,0)    (-6.40433,0)     (-3.7809,0)     (7.20946,0)    (-10.0949,0)     (9.19563,0)     (6.40365,0)     (4.09514,0)     (10.4569,0)    (-9.48018,0)     (10.2716,0)    (-6.74765,0)    (-7.36056,0)    (-14.2945,0)     (7.77817,0)    (-8.93944,0)     (4.20007,0)     (32.3583,0)     (-13.239,0)     (9.12027,0)    (-1.49759,0)    (-8.29938,0)     (2.80385,0)    (-4.99196,0)     (7.18313,0)    (-1.83545,0)    (-4.74626,0) 
   (-2.82005,0)     (3.81274,0)    (-4.96659,0)     (2.59849,0)   (-0.374301,0)     (-1.3367,0)    (-2.43456,0)    (-2.47952,0)    (-1.27491,0)     (0.32773,0)     (1.11229,0)    (-4.14717,0)    (-6.58083,0)     (5.03626,0)    (-2.97191,0)     (1.56602,0)    (-0.70718,0)    (-2.70009,0)    (-1.46389,0)     (-3.0586,0)      (6.3176,0)     (7.71301,0)    (-5.07807,0)     (3.46038,0)     (2.90537,0)     (2.72704,0)    (-2.26106,0)     (3.27717,0)    (-4.64357,0)      (5.2977,0)    (-6.93128,0)     (3.27129,0)     (5.59197,0)     (7.97323,0)     (6.19925,0)     (1.47234,0)    (-5.81194,0)     (10.0014,0)     (9.22578,0)    (-9.33159,0)    (-9.02665,0)    (-10.8204,0)    (-8.54567,0)     (10.9169,0)    (-11.7712,0)    (-8.62326,0)     (15.4476,0)     (8.76094,0)     (17.9271,0)    (-11.9133,0)     (10.0897,0)      (6.2988,0)    (-18.2448,0)    (-22.1523,0)     (8.05946,0)    (-8.01421,0)     (-13.239,0)     (52.8665,0)    (-14.3554,0)     (9.12027,0)    (-17.2703,0)    (-20.0494,0)     (3.93689,0)     (13.2744,0)     (12.2462,0)    (-13.4387,0) 
    (3.81274,0)    (-2.82005,0)    (-4.96659,0)    (-4.14717,0)     (1.11229,0)     (0.32773,0)    (-1.27491,0)    (-2.47952,0)    (-2.43456,0)     (-1.3367,0)   (-0.374301,0)     (2.59849,0)      (5.2977,0)    (-4.64357,0)     (3.27717,0)    (-2.26106,0)     (2.72704,0)     (2.90537,0)     (3.46038,0)    (-5.07807,0)     (7.71301,0)      (6.3176,0)     (-3.0586,0)    (-1.46389,0)    (-2.70009,0)    (-0.70718,0)     (1.56602,0)    (-2.97191,0)     (5.03626,0)    (-6.58083,0)     (10.0014,0)    (-5.81194,0)     (1.47234,0)     (6.19925,0)     (7.97323,0)     (5.59197,0)     (3.27129,0)    (-6.93128,0)    (-11.7712,0)     (10.9169,0)    (-8.54567,0)    (-10.8204,0)    (-9.02665,0)    (-9.33159,0)     (9.22578,0)     (10.0897,0)    (-11.9133,0)     (17.9271,0)     (8.76094,0)     (15.4476,0)    (-8.62326,0)    (-8.01421,0)     (8.05946,0)    (-22.1523,0)    (-18.2448,0)      (6.2988,0)     (9.12027,0)    (-14.3554,0)     (52.8665,0)     (-13.239,0)     (3.93689,0)    (-20.0494,0)    (-17.2703,0)     (12.2462,0)     (13.2744,0)    (-13.4387,0) 
   (-3.17922,0)     (1.27453,0)    (-1.89424,0)     (3.98015,0)    (-1.51649,0)   (0.0480006,0)    (0.505009,0)   (-0.558178,0)    (-1.36282,0)    (-1.27367,0)   (-0.609124,0)    (-0.85972,0)    (-2.75173,0)     (2.93185,0)    (-2.64699,0)     (2.51657,0)    (-7.01909,0)    (-6.36473,0)     (3.09452,0)    (-3.54801,0)     (3.79471,0)     (1.60734,0)    (0.591762,0)     (1.34383,0)     (1.34294,0)   (-0.579269,0)   (-0.226349,0)     (1.34998,0)    (-3.21872,0)     (5.01305,0)    (-8.81495,0)      (6.2715,0)    (-2.58599,0)   (-0.366372,0)     (3.45887,0)     (4.24851,0)     (2.37043,0)     (2.68563,0)     (9.19563,0)    (-10.0949,0)     (7.20946,0)     (-3.7809,0)    (-6.40433,0)    (-3.51556,0)    (-4.90776,0)    (-6.74765,0)     (10.2716,0)    (-9.48018,0)     (10.4569,0)     (4.09514,0)     (6.40365,0)     (4.20007,0)    (-8.93944,0)     (7.77817,0)    (-14.2945,0)    (-7.36056,0)    (-1.49759,0)     (9.12027,0)     (-13.239,0)     (32.3583,0)    (-4.99196,0)     (2.80385,0)    (-8.29938,0)    (-1.83545,0)     (7.18313,0)    (-4.74626,0) 
  (-0.652912,0)    (-1.97846,0)     (3.28966,0)    (0.276699,0)    (0.544022,0)     (1.35482,0)     (1.97758,0)     (1.24293,0)    (0.315535,0)   (-0.318046,0)   (-0.205975,0)     (1.80348,0)       (3.721,0)    (-3.29011,0)     (2.35614,0)    (-1.43028,0)    (0.860799,0)   (-0.235222,0)    (-1.63106,0)    (0.248118,0)    (-3.51419,0)    (-5.89794,0)     (5.05124,0)    (-7.04617,0)    (-5.89072,0)     (1.76452,0)    (-1.76328,0)     (1.92324,0)    (-1.87396,0)     (1.55549,0)    (-1.05248,0)    (-2.43388,0)    (-5.22173,0)    (-5.36887,0)    (-2.26815,0)    (0.436061,0)     (1.87359,0)    (-4.78071,0)     (2.49876,0)     (4.94484,0)     (7.89716,0)      (6.3649,0)     (1.36475,0)    (-4.53358,0)     (6.44851,0)    (-4.28469,0)    (-6.62601,0)    (-9.08511,0)    (-6.24579,0)     (6.74648,0)     (-6.5855,0)     (6.07266,0)     (8.26629,0)     (12.1378,0)    (-6.31627,0)     (5.51139,0)    (-8.29938,0)    (-17.2703,0)     (3.93689,0)    (-4.99196,0)     (32.5592,0)    (-6.71995,0)     (5.74692,0)     (-11.601,0)   (-0.287553,0)     (8.60616,0) 
    (1.62853,0)     (1.62853,0)     (5.77076,0)    (-1.19879,0)  (-0.0745409,0)    (0.755321,0)     (2.02161,0)     (2.97453,0)     (2.02161,0)    (0.755321,0)  (-0.0745409,0)    (-1.19879,0)    (-3.31636,0)     (3.29526,0)    (-2.71309,0)     (1.95309,0)    (-1.58529,0)     (2.25023,0)     (1.14015,0)     (4.95731,0)    (-8.18559,0)    (-8.18559,0)     (4.95731,0)     (1.14015,0)     (2.25023,0)    (-1.58529,0)     (1.95309,0)    (-2.71309,0)     (3.29526,0)    (-3.31636,0)     (3.54335,0)   (-0.766412,0)    (-3.88542,0)      (-8.113,0)      (-8.113,0)    (-3.88542,0)   (-0.766412,0)     (3.54335,0)    (-5.43302,0)     (3.75237,0)     (8.95223,0)     (12.3253,0)     (8.95223,0)     (3.75237,0)    (-5.43302,0)     (6.19202,0)     (-8.9484,0)    (-12.5385,0)    (-12.5385,0)     (-8.9484,0)     (6.19202,0)    (-5.07516,0)     (14.8936,0)     (13.3605,0)     (14.8936,0)    (-5.07516,0)     (2.80385,0)    (-20.0494,0)    (-20.0494,0)     (2.80385,0)    (-6.71995,0)     (47.0294,0)    (-6.71995,0)    (-18.3838,0)    (-18.3838,0)     (16.2343,0) 
   (-1.97846,0)   (-0.652912,0)     (3.28966,0)     (1.80348,0)   (-0.205975,0)   (-0.318046,0)    (0.315535,0)     (1.24293,0)     (1.97758,0)     (1.35482,0)    (0.544022,0)    (0.276699,0)     (1.55549,0)    (-1.87396,0)     (1.92324,0)    (-1.76328,0)     (1.76452,0)    (-5.89072,0)    (-7.04617,0)     (5.05124,0)    (-5.89794,0)    (-3.51419,0)    (0.248118,0)    (-1.63106,0)   (-0.235222,0)    (0.860799,0)    (-1.43028,0)     (2.35614,0)    (-3.29011,0)       (3.721,0)    (-4.78071,0)     (1.87359,0)    (0.436061,0)    (-2.26815,0)    (-5.36887,0)    (-5.22173,0)    (-2.43388,0)    (-1.05248,0)     (6.44851,0)    (-4.53358,0)     (1.36475,0)      (6.3649,0)     (7.89716,0)     (4.94484,0)     (2.49876,0)     (-6.5855,0)     (6.74648,0)    (-6.24579,0)    (-9.08511,0)    (-6.62601,0)    (-4.28469,0)     (5.51139,0)    (-6.31627,0)     (12.1378,0)     (8.26629,0)     (6.07266,0)    (-4.99196,0)     (3.93689,0)    (-17.2703,0)    (-8.29938,0)     (5.74692,0)    (-6.71995,0)     (32.5592,0)   (-0.287553,0)     (-11.601,0)     (8.60616,0) 
   (0.317403,0)   (-0.688623,0)    (-4.94531,0)  (-0.0628693,0)   (-0.353374,0)    (-1.22351,0)    (-2.26292,0)    (-2.20719,0)    (-1.09891,0)    (-0.23825,0)    (0.115369,0)    (0.375506,0)     (1.50672,0)    (-1.67688,0)     (1.59276,0)    (-1.35441,0)     (1.06215,0)     (-1.1499,0)     (1.98673,0)    (-1.19714,0)     (6.07852,0)     (8.31449,0)    (-8.43578,0)    (-3.87978,0)    (0.951607,0)    (-1.13432,0)     (1.30812,0)    (-1.26546,0)     (1.09227,0)   (-0.814985,0)    (0.295707,0)     (1.82937,0)     (5.21094,0)     (7.36717,0)       (5.122,0)     (1.60392,0)   (-0.132297,0)    (-1.21681,0)     (-1.0501,0)    (-4.45574,0)    (-9.38066,0)     (-9.7622,0)    (-4.81083,0)    (-0.67298,0)     (2.13951,0)     (2.34212,0)     (7.45142,0)     (11.7095,0)     (9.05375,0)     (2.88239,0)    (-2.88438,0)    (-4.41449,0)    (-10.4717,0)    (-12.4608,0)    (-7.08259,0)     (3.04644,0)     (7.18313,0)     (13.2744,0)     (12.2462,0)    (-1.83545,0)     (-11.601,0)    (-18.3838,0)   (-0.287553,0)     (33.2865,0)    (-0.94581,0)    (-14.9119,0) 
